Sentence 1	Sentence 2	Combined	Concept Strings	Concept Synsets
a red and blue jackets were the man is	man has folded sleeves	a red and blue jackets were the man is man has folded sleeves	['jacket', 'man', 'sleeves']	['jacket.n.01', 'man.n.01', 'sleeve.n.01']
a red and blue jackets were the man is	man is wearing black and white tshirt	a red and blue jackets were the man is man is wearing black and white tshirt	['jacket', 'man', 'shirt']	['jacket.n.01', 'man.n.01', 'shirt.n.01']
a red and blue jackets were the man is	man is looking at the computer	a red and blue jackets were the man is man is looking at the computer	['jacket', 'man', 'computer']	['jacket.n.01', 'man.n.01', 'computer.n.01']
a red and blue jackets were the man is	mans hand is on the keyboard	a red and blue jackets were the man is mans hand is on the keyboard	['jacket', 'man', 'hand']	['jacket.n.01', 'man.n.01', 'hand.n.01']
a red and blue jackets were the man is	the man has glasses on 	a red and blue jackets were the man is the man has glasses on	['jacket', 'man', 'glasses']	['jacket.n.01', 'man.n.01', 'spectacles.n.01']
a red and blue jackets were the man is	man has folded his sleeves	a red and blue jackets were the man is man has folded his sleeves	['jacket', 'man', 'sleeves']	['jacket.n.01', 'man.n.01', 'sleeve.n.01']
a red and blue jackets were the man is	man has folded his sleeves	a red and blue jackets were the man is man has folded his sleeves	['jacket', 'man', 'sleeve']	['jacket.n.01', 'man.n.01', 'sleeve.n.01']
a red and blue jackets were the man is	man is wearing black pants	a red and blue jackets were the man is man is wearing black pants	['jacket', 'man', 'pants']	['jacket.n.01', 'man.n.01', 'trouser.n.01']
a red and blue jackets were the man is	man has a white and black tshirt	a red and blue jackets were the man is man has a white and black tshirt	['jacket', 'man', 'shirt']	['jacket.n.01', 'man.n.01', 'shirt.n.01']
a red and blue jackets were the man is	A man sitting at a desk 	a red and blue jackets were the man is a man sitting at a desk	['jacket', 'man', 'desk']	['jacket.n.01', 'man.n.01', 'desk.n.01']
a red and blue jackets were the man is	the man is using a computer to  the right	a red and blue jackets were the man is the man is using a computer to the right	['jacket', 'man', 'computer']	['jacket.n.01', 'man.n.01', 'computer.n.01']
a red and blue jackets were the man is	a man in a grey shirt	a red and blue jackets were the man is a man in a grey shirt	['jacket', 'man', 'shirt']	['jacket.n.01', 'man.n.01', 'shirt.n.01']
a red and blue jackets were the man is	A man using a computer. 	a red and blue jackets were the man is a man using a computer.	['jacket', 'man', 'computer']	['jacket.n.01', 'man.n.01', 'computer.n.01']
a red and blue jackets were the man is	Man looking at computer	a red and blue jackets were the man is man looking at computer	['jacket', 'man', 'computer']	['jacket.n.01', 'man.n.01', 'computer.n.01']
a red and blue jackets were the man is	man is wearing grey shirt	a red and blue jackets were the man is man is wearing grey shirt	['jacket', 'man', 'shirt']	['jacket.n.01', 'man.n.01', 'shirt.n.01']
a red and blue jackets were the man is	Red and blue jacket hanging on back of chair	a red and blue jackets were the man is and hanging on back of chair	['jacket', 'man', 'chair']	['jacket.n.01', 'man.n.01', 'chair.n.01']
a red and blue jackets were the man is	mans jackets are touching the floor	a red and blue jackets were the man is and are touching the floor	['jacket', 'man', 'floor']	['jacket.n.01', 'man.n.01', 'floor.n.01']
a water bottle on the desk	bottled water with green label	a water bottle on the desk and bottled water with green label	['water bottle', 'desk', 'label']	['water_bottle.n.01', 'desk.n.01', 'label.n.01']
a blank picture frame on the wall	four outlets on the wall	a blank picture frame on the wall four outlets on the wall	['picture frame', 'wall', 'outlets']	['picture_frame.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
the shelf is full with books	Books on wall shelf	the shelf is full with books books on wall shelf	['shelf', 'books', 'wall']	['shelf.n.01', 'book.n.01', 'wall.n.01']
the shelf is full with books	a purple book is on the desk	the shelf is full with books a purple book is on the desk	['shelf', 'books', 'desk']	['shelf.n.01', 'book.n.01', 'desk.n.01']
the shelf is full with books	red book on the table	the shelf is full with books red book on the table	['shelf', 'books', 'desk']	['shelf.n.01', 'book.n.01', 'desk.n.01']
the shelf is full with books	book with papers on top of it	the shelf is full with books book with papers on top of it	['shelf', 'books', 'papers']	['shelf.n.01', 'book.n.01', 'paper.n.01']
the shelf is full with books	Red book on a table	the shelf is full with books red book on a table	['shelf', 'books', 'desk']	['shelf.n.01', 'book.n.01', 'desk.n.01']
the shelf is full with books	White books on bookshelf	the shelf is full with books white books on bookshelf	['shelf', 'books', 'bookshelf']	['shelf.n.01', 'book.n.01', 'bookshelf.n.01']
the shelf is full with books	the shelf is on the wall	the shelf is full with books and the shelf is on the wall	['shelf', 'books', 'wall']	['shelf.n.01', 'book.n.01', 'wall.n.01']
the shelf is full with books	A single bookshelf on the wall	the shelf is full with books and a single bookshelf on the wall	['shelf', 'books', 'wall']	['shelf.n.01', 'book.n.01', 'wall.n.01']
the shelf is full with books	bookcase against the wall	the shelf is full with books and bookcase against the wall	['shelf', 'books', 'wall']	['shelf.n.01', 'book.n.01', 'wall.n.01']
the shelf is full with books	against the wall is a bookshelf	the shelf is full with books and against the wall is a bookshelf	['shelf', 'books', 'wall']	['shelf.n.01', 'book.n.01', 'wall.n.01']
a water bottle sits by the computer	a laptop computer on a desk	a water bottle sits by the computer a laptop computer on a desk	['bottle', 'computer', 'desk']	['bottle.n.01', 'computer.n.01', 'desk.n.01']
a water bottle sits by the computer	a grey laptop is a top of a desk	a water bottle sits by the computer a grey laptop is a top of a desk	['bottle', 'computer', 'desk']	['bottle.n.01', 'computer.n.01', 'desk.n.01']
a water bottle sits by the computer	Laptop computer on a table	a water bottle sits by the computer laptop computer on a table	['bottle', 'computer', 'desk']	['bottle.n.01', 'computer.n.01', 'desk.n.01']
a water bottle sits by the computer	water bottle with nursery school logo	a water bottle sits by the computer and with nursery school logo	['bottle', 'computer', 'logo']	['bottle.n.01', 'computer.n.01', 'logo.n.01']
a water bottle sits by the computer	a water bottle is on a desk	a water bottle sits by the computer and is on a desk	['bottle', 'computer', 'desk']	['bottle.n.01', 'computer.n.01', 'desk.n.01']
a water bottle sits by the computer	plastic water bottle on desk	a water bottle sits by the computer and on desk	['bottle', 'computer', 'desk']	['bottle.n.01', 'computer.n.01', 'desk.n.01']
headphones sitting on a  desk	Headphones laying on table	headphones sitting on a desk and laying on table	['headphones', 'desk', 'table']	['earphone.n.01', 'desk.n.01', 'table.n.02']
headphones sitting on a  desk	headphones are on the table	headphones sitting on a desk and are on the table	['headphones', 'desk', 'table']	['earphone.n.01', 'desk.n.01', 'table.n.02']
A man sitting at a desk 	man is wearing sneakers	A man sitting at a desk and is wearing sneakers	['man', 'desk', 'sneakers']	['man.n.01', 'desk.n.01', 'gym_shoe.n.01']
A man sitting at a desk 	A man in a red shirt	A man sitting at a desk and in a red shirt	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
A man sitting at a desk 	a man is wearing glasses	A man sitting at a desk and is wearing glasses	['man', 'desk', 'glasses']	['man.n.01', 'desk.n.01', 'spectacles.n.01']
A man sitting at a desk 	a man wears grey shoes	A man sitting at a desk and wears grey shoes	['man', 'desk', 'sneakers']	['man.n.01', 'desk.n.01', 'gym_shoe.n.01']
A man sitting at a desk 	a man has brown shoes on 	A man sitting at a desk and has brown shoes on	['man', 'desk', 'shoes']	['man.n.01', 'desk.n.01', 'shoe.n.01']
A man sitting at a desk 	A man dressed in a red shirt and black pants. 	A man sitting at a desk and dressed in a red shirt and black pants.	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
A man sitting at a desk 	A man dressed in a red shirt and black pants. 	A man sitting at a desk and dressed in a red shirt and black pants.	['man', 'desk', 'pants']	['man.n.01', 'desk.n.01', 'trouser.n.01']
A man sitting at a desk 	A man wearing a gray jacket and gray pants. 	A man sitting at a desk and wearing a gray jacket and gray pants.	['man', 'desk', 'jacket']	['man.n.01', 'desk.n.01', 'jacket.n.01']
A man sitting at a desk 	A man wearing a gray jacket and gray pants. 	A man sitting at a desk and wearing a gray jacket and gray pants.	['man', 'desk', 'pants']	['man.n.01', 'desk.n.01', 'trouser.n.01']
A man sitting at a desk 	man is wearing red tshirt	A man sitting at a desk and is wearing red tshirt	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
A man sitting at a desk 	man is holding his chin	A man sitting at a desk and is holding his chin	['man', 'desk', 'chin']	['man.n.01', 'desk.n.01', 'chin.n.01']
A man sitting at a desk 	man is wearing brown shoes	A man sitting at a desk and is wearing brown shoes	['man', 'desk', 'shoes']	['man.n.01', 'desk.n.01', 'shoe.n.01']
A man sitting at a desk 	the man wears a red t shirt 	A man sitting at a desk and wears a red t shirt	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
A man sitting at a desk 	a man in glasses	A man sitting at a desk and in glasses	['man', 'desk', 'glasses']	['man.n.01', 'desk.n.01', 'spectacles.n.01']
A man sitting at a desk 	A man in a gray hoodie	A man sitting at a desk and in a gray hoodie	['man', 'desk', 'jacket']	['man.n.01', 'desk.n.01', 'jacket.n.01']
A man sitting at a desk 	man wearing silver backpack	A man sitting at a desk and wearing silver backpack	['man', 'desk', 'backpack']	['man.n.01', 'desk.n.01', 'backpack.n.01']
A man sitting at a desk 	man is about to cross the road	A man sitting at a desk and is about to cross the road	['man', 'desk', 'crosswalk']	['man.n.01', 'desk.n.01', 'crossing.n.05']
A man sitting at a desk 	man has folded sleeves	A man sitting at a desk and has folded sleeves	['man', 'desk', 'sleeves']	['man.n.01', 'desk.n.01', 'sleeve.n.01']
A man sitting at a desk 	man is wearing black and white tshirt	A man sitting at a desk and is wearing black and white tshirt	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
A man sitting at a desk 	man is looking at the computer	A man sitting at a desk and is looking at the computer	['man', 'desk', 'computer']	['man.n.01', 'desk.n.01', 'computer.n.01']
A man sitting at a desk 	mans hand is on the keyboard	A man sitting at a desk and hand is on the keyboard	['man', 'desk', 'hand']	['man.n.01', 'desk.n.01', 'hand.n.01']
A man sitting at a desk 	the man has glasses on 	A man sitting at a desk and has glasses on	['man', 'desk', 'glasses']	['man.n.01', 'desk.n.01', 'spectacles.n.01']
A man sitting at a desk 	man has folded his sleeves	A man sitting at a desk and has folded his sleeves	['man', 'desk', 'sleeves']	['man.n.01', 'desk.n.01', 'sleeve.n.01']
A man sitting at a desk 	man has folded his sleeves	A man sitting at a desk and has folded his sleeves	['man', 'desk', 'sleeve']	['man.n.01', 'desk.n.01', 'sleeve.n.01']
A man sitting at a desk 	man is wearing black pants	A man sitting at a desk and is wearing black pants	['man', 'desk', 'pants']	['man.n.01', 'desk.n.01', 'trouser.n.01']
A man sitting at a desk 	man has a white and black tshirt	A man sitting at a desk and has a white and black tshirt	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
A man sitting at a desk 	mans jackets are touching the floor	A man sitting at a desk and jackets are touching the floor	['man', 'desk', 'jacket']	['man.n.01', 'desk.n.01', 'jacket.n.01']
A man sitting at a desk 	the man is using a computer to  the right	A man sitting at a desk and is using a computer to the right	['man', 'desk', 'computer']	['man.n.01', 'desk.n.01', 'computer.n.01']
A man sitting at a desk 	a man in a grey shirt	A man sitting at a desk and in a grey shirt	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
A man sitting at a desk 	A man using a computer. 	A man sitting at a desk and using a computer.	['man', 'desk', 'computer']	['man.n.01', 'desk.n.01', 'computer.n.01']
A man sitting at a desk 	Man looking at computer	A man sitting at a desk and looking at computer	['man', 'desk', 'computer']	['man.n.01', 'desk.n.01', 'computer.n.01']
A man sitting at a desk 	man is wearing grey shirt	A man sitting at a desk and is wearing grey shirt	['man', 'desk', 'shirt']	['man.n.01', 'desk.n.01', 'shirt.n.01']
the man is using a computer to  the right	a laptop computer on a desk	the man is using a computer to the right a laptop computer on a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
the man is using a computer to  the right	a grey laptop is a top of a desk	the man is using a computer to the right a grey laptop is a top of a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
the man is using a computer to  the right	Laptop computer on a table	the man is using a computer to the right laptop computer on a table	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
the man is using a computer to  the right	man is wearing sneakers	the man is using a computer to the right and is wearing sneakers	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
the man is using a computer to  the right	A man in a red shirt	the man is using a computer to the right and in a red shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
the man is using a computer to  the right	a man is wearing glasses	the man is using a computer to the right and is wearing glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
the man is using a computer to  the right	a man wears grey shoes	the man is using a computer to the right and wears grey shoes	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
the man is using a computer to  the right	a man has brown shoes on 	the man is using a computer to the right and has brown shoes on	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
the man is using a computer to  the right	A man dressed in a red shirt and black pants. 	the man is using a computer to the right and dressed in a red shirt and black pants.	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
the man is using a computer to  the right	A man dressed in a red shirt and black pants. 	the man is using a computer to the right and dressed in a red shirt and black pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
the man is using a computer to  the right	A man wearing a gray jacket and gray pants. 	the man is using a computer to the right and wearing a gray jacket and gray pants.	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
the man is using a computer to  the right	A man wearing a gray jacket and gray pants. 	the man is using a computer to the right and wearing a gray jacket and gray pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
the man is using a computer to  the right	man is wearing red tshirt	the man is using a computer to the right and is wearing red tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
the man is using a computer to  the right	man is holding his chin	the man is using a computer to the right and is holding his chin	['man', 'computer', 'chin']	['man.n.01', 'computer.n.01', 'chin.n.01']
the man is using a computer to  the right	man is wearing brown shoes	the man is using a computer to the right and is wearing brown shoes	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
the man is using a computer to  the right	the man wears a red t shirt 	the man is using a computer to the right and wears a red t shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
the man is using a computer to  the right	a man in glasses	the man is using a computer to the right and in glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
the man is using a computer to  the right	A man in a gray hoodie	the man is using a computer to the right and in a gray hoodie	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
the man is using a computer to  the right	man wearing silver backpack	the man is using a computer to the right and wearing silver backpack	['man', 'computer', 'backpack']	['man.n.01', 'computer.n.01', 'backpack.n.01']
the man is using a computer to  the right	man is about to cross the road	the man is using a computer to the right and is about to cross the road	['man', 'computer', 'crosswalk']	['man.n.01', 'computer.n.01', 'crossing.n.05']
the man is using a computer to  the right	man has folded sleeves	the man is using a computer to the right and has folded sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
the man is using a computer to  the right	man is wearing black and white tshirt	the man is using a computer to the right and is wearing black and white tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
the man is using a computer to  the right	mans hand is on the keyboard	the man is using a computer to the right and hand is on the keyboard	['man', 'computer', 'hand']	['man.n.01', 'computer.n.01', 'hand.n.01']
the man is using a computer to  the right	the man has glasses on 	the man is using a computer to the right and has glasses on	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
the man is using a computer to  the right	man has folded his sleeves	the man is using a computer to the right and has folded his sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
the man is using a computer to  the right	man has folded his sleeves	the man is using a computer to the right and has folded his sleeves	['man', 'computer', 'sleeve']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
the man is using a computer to  the right	man is wearing black pants	the man is using a computer to the right and is wearing black pants	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
the man is using a computer to  the right	man has a white and black tshirt	the man is using a computer to the right and has a white and black tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
the man is using a computer to  the right	mans jackets are touching the floor	the man is using a computer to the right and jackets are touching the floor	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
the man is using a computer to  the right	A man sitting at a desk 	the man is using a computer to the right and sitting at a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
the man is using a computer to  the right	a man in a grey shirt	the man is using a computer to the right and in a grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
the man is using a computer to  the right	man is wearing grey shirt	the man is using a computer to the right and is wearing grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
a man in a grey shirt	man is wearing sneakers	a man in a grey shirt and is wearing sneakers	['man', 'shirt', 'sneakers']	['man.n.01', 'shirt.n.01', 'gym_shoe.n.01']
a man in a grey shirt	a man is wearing glasses	a man in a grey shirt and is wearing glasses	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
a man in a grey shirt	a man wears grey shoes	a man in a grey shirt and wears grey shoes	['man', 'shirt', 'sneakers']	['man.n.01', 'shirt.n.01', 'gym_shoe.n.01']
a man in a grey shirt	a man has brown shoes on 	a man in a grey shirt and has brown shoes on	['man', 'shirt', 'shoes']	['man.n.01', 'shirt.n.01', 'shoe.n.01']
a man in a grey shirt	A man dressed in a red shirt and black pants. 	a man in a grey shirt and dressed in a red shirt and black pants.	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
a man in a grey shirt	A man wearing a gray jacket and gray pants. 	a man in a grey shirt and wearing a gray jacket and gray pants.	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
a man in a grey shirt	A man wearing a gray jacket and gray pants. 	a man in a grey shirt and wearing a gray jacket and gray pants.	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
a man in a grey shirt	man is holding his chin	a man in a grey shirt and is holding his chin	['man', 'shirt', 'chin']	['man.n.01', 'shirt.n.01', 'chin.n.01']
a man in a grey shirt	man is wearing brown shoes	a man in a grey shirt and is wearing brown shoes	['man', 'shirt', 'shoes']	['man.n.01', 'shirt.n.01', 'shoe.n.01']
a man in a grey shirt	a man in glasses	a man in a grey shirt and in glasses	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
a man in a grey shirt	A man in a gray hoodie	a man in a grey shirt and in a gray hoodie	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
a man in a grey shirt	man wearing silver backpack	a man in a grey shirt and wearing silver backpack	['man', 'shirt', 'backpack']	['man.n.01', 'shirt.n.01', 'backpack.n.01']
a man in a grey shirt	man is about to cross the road	a man in a grey shirt and is about to cross the road	['man', 'shirt', 'crosswalk']	['man.n.01', 'shirt.n.01', 'crossing.n.05']
a man in a grey shirt	man has folded sleeves	a man in a grey shirt and has folded sleeves	['man', 'shirt', 'sleeves']	['man.n.01', 'shirt.n.01', 'sleeve.n.01']
a man in a grey shirt	man is looking at the computer	a man in a grey shirt and is looking at the computer	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
a man in a grey shirt	mans hand is on the keyboard	a man in a grey shirt and hand is on the keyboard	['man', 'shirt', 'hand']	['man.n.01', 'shirt.n.01', 'hand.n.01']
a man in a grey shirt	the man has glasses on 	a man in a grey shirt and has glasses on	['man', 'shirt', 'glasses']	['man.n.01', 'shirt.n.01', 'spectacles.n.01']
a man in a grey shirt	man has folded his sleeves	a man in a grey shirt and has folded his sleeves	['man', 'shirt', 'sleeves']	['man.n.01', 'shirt.n.01', 'sleeve.n.01']
a man in a grey shirt	man has folded his sleeves	a man in a grey shirt and has folded his sleeves	['man', 'shirt', 'sleeve']	['man.n.01', 'shirt.n.01', 'sleeve.n.01']
a man in a grey shirt	man is wearing black pants	a man in a grey shirt and is wearing black pants	['man', 'shirt', 'pants']	['man.n.01', 'shirt.n.01', 'trouser.n.01']
a man in a grey shirt	mans jackets are touching the floor	a man in a grey shirt and jackets are touching the floor	['man', 'shirt', 'jacket']	['man.n.01', 'shirt.n.01', 'jacket.n.01']
a man in a grey shirt	A man sitting at a desk 	a man in a grey shirt and sitting at a desk	['man', 'shirt', 'desk']	['man.n.01', 'shirt.n.01', 'desk.n.01']
a man in a grey shirt	the man is using a computer to  the right	a man in a grey shirt and is using a computer to the right	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
a man in a grey shirt	A man using a computer. 	a man in a grey shirt and using a computer.	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
a man in a grey shirt	Man looking at computer	a man in a grey shirt and looking at computer	['man', 'shirt', 'computer']	['man.n.01', 'shirt.n.01', 'computer.n.01']
black headphones on the desk	Headphones laying on table	black headphones on the desk and laying on table	['headphones', 'desk', 'table']	['earphone.n.01', 'desk.n.01', 'table.n.02']
black headphones on the desk	headphones are on the table	black headphones on the desk and are on the table	['headphones', 'desk', 'table']	['earphone.n.01', 'desk.n.01', 'table.n.02']
a white computer monitor on the desk	ancient computer monitor next to water bottle	a white computer monitor on the desk and next to water bottle	['monitor', 'desk', 'bottle']	['monitor.n.04', 'desk.n.01', 'bottle.n.01']
a white computer monitor on the desk	planes are on the monitors screen	a white computer monitor on the desk and screen	['monitor', 'desk', 'screen']	['monitor.n.04', 'desk.n.01', 'screen.n.01']
a brown picture frame against the wall	four outlets on the wall	a brown picture frame against the wall four outlets on the wall	['picture frame', 'wall', 'outlets']	['picture_frame.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
A man using a computer. 	a laptop computer on a desk	A man using a computer a laptop computer on a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
A man using a computer. 	a grey laptop is a top of a desk	A man using a computer a grey laptop is a top of a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
A man using a computer. 	Laptop computer on a table	A man using a computer laptop computer on a table	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
A man using a computer. 	man is wearing sneakers	A man using a computer and is wearing sneakers	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
A man using a computer. 	A man in a red shirt	A man using a computer and in a red shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
A man using a computer. 	a man is wearing glasses	A man using a computer and is wearing glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
A man using a computer. 	a man wears grey shoes	A man using a computer and wears grey shoes	['man', 'computer', 'sneakers']	['man.n.01', 'computer.n.01', 'gym_shoe.n.01']
A man using a computer. 	a man has brown shoes on 	A man using a computer and has brown shoes on	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
A man using a computer. 	A man dressed in a red shirt and black pants. 	A man using a computer and dressed in a red shirt and black pants.	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
A man using a computer. 	A man dressed in a red shirt and black pants. 	A man using a computer and dressed in a red shirt and black pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
A man using a computer. 	A man wearing a gray jacket and gray pants. 	A man using a computer and wearing a gray jacket and gray pants.	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
A man using a computer. 	A man wearing a gray jacket and gray pants. 	A man using a computer and wearing a gray jacket and gray pants.	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
A man using a computer. 	man is wearing red tshirt	A man using a computer and is wearing red tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
A man using a computer. 	man is holding his chin	A man using a computer and is holding his chin	['man', 'computer', 'chin']	['man.n.01', 'computer.n.01', 'chin.n.01']
A man using a computer. 	man is wearing brown shoes	A man using a computer and is wearing brown shoes	['man', 'computer', 'shoes']	['man.n.01', 'computer.n.01', 'shoe.n.01']
A man using a computer. 	the man wears a red t shirt 	A man using a computer and wears a red t shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
A man using a computer. 	a man in glasses	A man using a computer and in glasses	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
A man using a computer. 	A man in a gray hoodie	A man using a computer and in a gray hoodie	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
A man using a computer. 	man wearing silver backpack	A man using a computer and wearing silver backpack	['man', 'computer', 'backpack']	['man.n.01', 'computer.n.01', 'backpack.n.01']
A man using a computer. 	man is about to cross the road	A man using a computer and is about to cross the road	['man', 'computer', 'crosswalk']	['man.n.01', 'computer.n.01', 'crossing.n.05']
A man using a computer. 	man has folded sleeves	A man using a computer and has folded sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
A man using a computer. 	man is wearing black and white tshirt	A man using a computer and is wearing black and white tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
A man using a computer. 	mans hand is on the keyboard	A man using a computer and hand is on the keyboard	['man', 'computer', 'hand']	['man.n.01', 'computer.n.01', 'hand.n.01']
A man using a computer. 	the man has glasses on 	A man using a computer and has glasses on	['man', 'computer', 'glasses']	['man.n.01', 'computer.n.01', 'spectacles.n.01']
A man using a computer. 	man has folded his sleeves	A man using a computer and has folded his sleeves	['man', 'computer', 'sleeves']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
A man using a computer. 	man has folded his sleeves	A man using a computer and has folded his sleeves	['man', 'computer', 'sleeve']	['man.n.01', 'computer.n.01', 'sleeve.n.01']
A man using a computer. 	man is wearing black pants	A man using a computer and is wearing black pants	['man', 'computer', 'pants']	['man.n.01', 'computer.n.01', 'trouser.n.01']
A man using a computer. 	man has a white and black tshirt	A man using a computer and has a white and black tshirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
A man using a computer. 	mans jackets are touching the floor	A man using a computer and jackets are touching the floor	['man', 'computer', 'jacket']	['man.n.01', 'computer.n.01', 'jacket.n.01']
A man using a computer. 	A man sitting at a desk 	A man using a computer and sitting at a desk	['man', 'computer', 'desk']	['man.n.01', 'computer.n.01', 'desk.n.01']
A man using a computer. 	a man in a grey shirt	A man using a computer and in a grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
A man using a computer. 	man is wearing grey shirt	A man using a computer and is wearing grey shirt	['man', 'computer', 'shirt']	['man.n.01', 'computer.n.01', 'shirt.n.01']
Electrical outlet on floor	A multiple outlet with several plugs in it	Electrical outlet on floor and a multiple outlet with several plugs in it	['outlet', 'floor', 'monitor']	['mercantile_establishment.n.01', 'floor.n.01', 'monitor.n.04']
Electrical outlet on floor	A multiple outlet with several plugs in it	Electrical outlet on floor and a multiple outlet with several plugs in it	['outlet', 'floor', 'plug']	['mercantile_establishment.n.01', 'floor.n.01', 'plug.n.01']
Electrical outlet on floor	electrical outlets in the wall 	Electrical outlet on floor and in the wall	['outlet', 'floor', 'wall']	['mercantile_establishment.n.01', 'floor.n.01', 'wall.n.01']
